jahr,klasse_ch,projekttyp,forschungsstaette,finanzquelle,finanzbeitrag
2018,4,"FE","ETHZ","ETH-Rat",3216785.36
2018,4,"FE","ETHZ","EU",417176.00
2018,4,"FE","ETHZ","INNOSUISSE",896364.00
2018,4,"FE","ETHZ","SNF",918479.24
2018,4,"FE","FHZ","EU",59412.00
2018,4,"FE","FHZ","Kantone",83005.71
2018,4,"FE","HES-SO","EU",26093.00
2018,4,"FE","HES-SO","INNOSUISSE",111113.00
2018,4,"FE","HES-SO","Kantone",1122402.78
2018,4,"FE","HES-SO","SBFI",107650.00
2018,4,"FE","PSI","BFE",169091.00
2018,4,"FE","PSI","ETH-Rat",1161122.00
2018,4,"FE","PSI","EU",79031.00
2018,4,"FE","Privat","BFE",304990.00
2018,4,"FE","Privat","EU",785491.00
2018,4,"FE","Privat","SBFI",34059.00
2018,4,"FE","Privat","SNF",382136.69
2018,4,"FE","SUPSI","BFE",69946.00
2018,4,"FE","SUPSI","Kantone",139111.46
2018,4,"FE","SUPSI","SNF",133705.50
2018,4,"FE","UniBE","Kantone",487508.68
2018,4,"FE","UniBE","SNF",284889.38
2018,4,"FE","UniBS","BFE",80000.00
2018,4,"FE","UniBS","INNOSUISSE",838210.00
2018,4,"FE","UniBS","Kantone",1944072.75
2018,4,"FE","UniBS","SNF",199993.95
2018,4,"FE","UniFR","Kantone",636316.98
2018,4,"FE","UniFR","SNF",181179.20
2018,4,"FE","UniGE","BFE",146000.00
2018,4,"FE","UniGE","INNOSUISSE",386475.00
2018,4,"FE","UniGE","Kantone",3298703.40
2018,4,"FE","UniGE","SBFI",164044.00
2018,4,"FE","UniGE","SNF",575373.54
2018,4,"FE","UniLS","EU",45678.00
2018,4,"FE","UniLS","Kantone",3205460.45
2018,4,"FE","UniLS","SBFI",179794.00
2018,4,"FE","UniLS","SNF",343020.35
2018,4,"FE","UniLU","INNOSUISSE",334108.00
2018,4,"FE","UniLU","Kantone",1434640.90
2018,4,"FE","UniLU","SNF",264322.76
2018,4,"FE","UniNE","INNOSUISSE",307137.00
2018,4,"FE","UniNE","Kantone",980654.40
2018,4,"FE","UniNE","SNF",166198.39
2018,4,"FE","UniSG","INNOSUISSE",840353.00
2018,4,"FE","UniSG","Kantone",1845867.95
2018,4,"FE","UniSG","SBFI",180863.00
2018,4,"FE","UniSG","SNF",168037.86
2018,4,"FE","UniZH","Kantone",283184.61
2018,4,"FE","UniZH","SBFI",36269.00
2018,4,"FE","UniZH","SNF",79432.04
2018,4,"FE","WSL","ETH-Rat",268005.10
2018,4,"FE","WSL","SNF",106190.65
2018,4,"FE","ZFH","BFE",116655.00
2018,4,"FE","ZFH","INNOSUISSE",883668.00
2018,4,"FE","ZFH","Kantone",2325129.74
2018,4,"FE","ZFH","SBFI",8515.00
2018,4,"FE","ZFH","SNF",12797.71
2018,4,"PD","ETHZ","BFE",67000.00
2018,4,"PD","ETHZ","ETH-Rat",103850.00
2018,4,"PD","HES-SO","Kantone",7220.00
2018,4,"PD","PSI","ETH-Rat",564400.00
2018,4,"PD","Privat","Andere Bund",1800000.00
2018,4,"PD","Privat","BFE",238000.00
2018,4,"PD","Privat","Kantone",7220.00
2018,4,"PD","Privat","SBFI",157917.00
2018,4,"PD","SUPSI","Kantone",72412.69
2018,4,"PD","SUPSI","SBFI",116688.00
2018,4,"PD","UniBS","EU",63251.00
2018,4,"PD","UniBS","Kantone",137361.92
2019,1,"FE","Ausland","BFE",233766.00
2019,1,"FE","BFH","Andere Bund",46397.00
2019,1,"FE","BFH","BFE",320840.00
2019,1,"FE","BFH","INNOSUISSE",1804047.00
2019,1,"FE","BFH","Kantone",2089624.44
2019,1,"FE","Bund","Andere Bund",673143.30
2019,1,"FE","Bund","BFE",1297935.14
2019,1,"FE","Bund","EU",518594.00
2019,1,"FE","Bund","INNOSUISSE",2299429.56
2019,1,"FE","Bund","SBFI",219891.46
2019,1,"FE","Bund","SNF",424641.39
2019,1,"FE","CSEM","EU",115670.00
2019,1,"FE","CSEM","INNOSUISSE",621537.00
2019,1,"FE","CSEM","SBFI",421874.00
2019,1,"FE","EAWAG","ETH-Rat",313739.00
2019,1,"FE","EAWAG","INNOSUISSE",76188.00
2019,1,"FE","EMPA","Andere Bund",402802.00
2019,1,"FE","EMPA","BFE",599625.00
2019,1,"FE","EMPA","ETH-Rat",23845603.01
2019,1,"FE","EMPA","EU",701331.00
2019,1,"FE","EMPA","INNOSUISSE",2172679.00
2019,1,"FE","EMPA","Kantone",35000.00
2019,1,"FE","EMPA","SBFI",145145.00
2019,1,"FE","EMPA","SNF",1245627.48
2019,1,"FE","EPFL","BFE",608530.00
2019,1,"FE","EPFL","ETH-Rat",13627023.11
2019,1,"FE","EPFL","EU",4771699.00
2019,1,"FE","EPFL","INNOSUISSE",4504524.00
2019,1,"FE","EPFL","Kantone",40000.00
2019,1,"FE","EPFL","SBFI",333624.00
2019,1,"FE","EPFL","SNF",4036657.34
2019,1,"FE","ETHZ","BFE",1397884.00
2019,1,"FE","ETHZ","ETH-Rat",17355840.05
2019,1,"FE","ETHZ","EU",2095813.00
2019,1,"FE","ETHZ","INNOSUISSE",5906045.00
2019,1,"FE","ETHZ","SBFI",233166.00
2019,1,"FE","ETHZ","SNF",2197546.67
2019,1,"FE","FHNW","BFE",401965.00
2019,1,"FE","FHNW","INNOSUISSE",908675.00
2019,1,"FE","FHNW","Kantone",816644.36
2019,1,"FE","FHO","Andere Bund",39900.00
2019,1,"FE","FHO","BFE",183144.00
2019,1,"FE","FHO","INNOSUISSE",2334504.00
2019,1,"FE","FHO","Kantone",1800776.90
2019,1,"FE","FHO","SBFI",139753.00
2019,1,"FE","FHZ","Andere Bund",20000.00
2019,1,"FE","FHZ","BFE",348400.00
2019,1,"FE","FHZ","INNOSUISSE",2410545.00
2019,1,"FE","FHZ","Kantone",3864909.80
2019,1,"FE","FHZ","SBFI",70000.00
2019,1,"FE","FHZ","SNF",7797.00
2019,1,"FE","Gemeinde","EU",144193.00
2019,1,"FE","HES-SO","BFE",379908.00
2019,1,"FE","HES-SO","EU",169293.00
2019,1,"FE","HES-SO","INNOSUISSE",2368485.00
2019,1,"FE","HES-SO","Kantone",5510260.29
2019,1,"FE","HES-SO","SNF",255601.48
2019,1,"FE","Kanton","EU",122448.00
2019,1,"FE","PSI","BFE",614860.00
2019,1,"FE","PSI","ETH-Rat",12053411.00
2019,1,"FE","PSI","EU",59849.00
2019,1,"FE","PSI","INNOSUISSE",1642153.00
2019,1,"FE","PSI","SNF",2324298.83
2019,1,"FE","Privat","Andere Bund",23000.00
2019,1,"FE","Privat","BFE",1825932.00
2019,1,"FE","Privat","EU",4103716.00
2019,1,"FE","Privat","INNOSUISSE",593645.00
2019,1,"FE","Privat","SBFI",874452.00
2019,1,"FE","SUPSI","Andere Bund",50000.00
2019,1,"FE","SUPSI","BFE",281000.00
2019,1,"FE","SUPSI","INNOSUISSE",1040570.00
2019,1,"FE","SUPSI","Kantone",637846.57
2019,1,"FE","USI","INNOSUISSE",347910.00
2019,1,"FE","USI","Kantone",271756.00
2019,1,"FE","UniBE","EU",73714.00
2019,1,"FE","UniBE","INNOSUISSE",338389.00
2019,1,"FE","UniBE","Kantone",1162819.57
2019,1,"FE","UniBS","EU",139932.00
2019,1,"FE","UniBS","Kantone",322366.36
2019,1,"FE","UniFR","INNOSUISSE",181700.00
2019,1,"FE","UniFR","Kantone",724358.55
2019,1,"FE","UniFR","SNF",212432.03
2019,1,"FE","UniGE","BFE",64950.00
2019,1,"FE","UniGE","INNOSUISSE",635181.00
2019,1,"FE","UniGE","Kantone",3645496.84
2019,1,"FE","UniGE","SNF",172861.80
2019,1,"FE","UniSG","BFE",60000.00
2019,1,"FE","UniSG","INNOSUISSE",60001.00
2019,1,"FE","UniSG","Kantone",71047.96
2019,1,"FE","UniZH","BFE",15000.00
2019,1,"FE","UniZH","Kantone",305867.91
2019,1,"FE","UniZH","SNF",119065.27
2019,1,"FE","ZFH","BFE",152000.00
2019,1,"FE","ZFH","EU",182842.00
2019,1,"FE","ZFH","INNOSUISSE",1269317.00
2019,1,"FE","ZFH","Kantone",1736737.72
2019,1,"FE","ZFH","SBFI",144224.00
2019,1,"FE","ZFH","SNF",267992.48
2019,1,"PD","BFH","Andere Bund",235303.00
2019,1,"PD","BFH","BFE",294811.00
2019,1,"PD","BFH","Kantone",312992.65
2019,1,"PD","CSEM","BFE",53748.00
2019,1,"PD","CSEM","EU",640288.00
2019,1,"PD","EMPA","Andere Bund",87170.00
2019,1,"PD","EMPA","BFE",500000.00
2019,1,"PD","EMPA","ETH-Rat",945286.70
2019,1,"PD","EPFL","Andere Bund",5455.00
2019,1,"PD","EPFL","BFE",97284.00
2019,1,"PD","EPFL","ETH-Rat",2184527.64
2019,1,"PD","EPFL","EU",809867.00
2019,1,"PD","EPFL","Kantone",29654.00
2019,1,"PD","EPFL","SBFI",277328.00
2019,1,"PD","ETHZ","BFE",1050000.00
2019,1,"PD","ETHZ","ETH-Rat",855466.82
2019,1,"PD","ETHZ","EU",73869.00
2019,1,"PD","ETHZ","INNOSUISSE",275367.00
2019,1,"PD","FHNW","Andere Bund",28550.00
2019,1,"PD","FHNW","Kantone",152480.91
2019,1,"PD","FHO","Andere Bund",9860.00
2019,1,"PD","FHO","BFE",100000.00
2019,1,"PD","FHO","Kantone",4989.12
2019,1,"PD","FHZ","Andere Bund",36000.00
2019,1,"PD","FHZ","BFE",170000.00
2019,1,"PD","FHZ","EU",104157.00
2019,1,"PD","FHZ","Kantone",320540.96
2019,1,"PD","HES-SO","BFE",145000.00
2019,1,"PD","HES-SO","EU",17802.00
2019,1,"PD","HES-SO","Kantone",851153.10
2019,1,"PD","HES-SO","SBFI",291448.00
2019,1,"PD","Kanton","BFE",150000.00
2019,1,"PD","Kanton","Kantone",975000.00
2019,1,"PD","PSI","ETH-Rat",835699.00
2019,1,"PD","Privat","Andere Bund",1951632.00
2019,1,"PD","Privat","BFE",5527600.00
2019,1,"PD","Privat","EU",5608884.00
2019,1,"PD","Privat","INNOSUISSE",201003.00
2019,1,"PD","Privat","Kantone",8065.00
2019,1,"PD","Privat","SBFI",217190.00
2019,1,"PD","SUPSI","BFE",73000.00
2019,1,"PD","SUPSI","EU",186878.00
2019,1,"PD","SUPSI","Kantone",93500.34
2019,1,"PD","USI","BFE",80000.00
2019,1,"PD","USI","Kantone",143449.00
2019,1,"PD","UniSG","EU",174221.00
2019,1,"PD","UniSG","Kantone",179420.79
2019,1,"PD","ZFH","Kantone",33661.00
2019,2,"FE","Ausland","BFE",160131.00
2019,2,"FE","BFH","Andere Bund",35000.00
2019,2,"FE","BFH","BFE",78922.00
2019,2,"FE","BFH","INNOSUISSE",229700.00
2019,2,"FE","BFH","Kantone",531415.86
2019,2,"FE","Bund","Andere Bund",470738.69
2019,2,"FE","Bund","BFE",1336138.76
2019,2,"FE","Bund","EU",169889.00
2019,2,"FE","Bund","INNOSUISSE",1269633.36
2019,2,"FE","Bund","SBFI",283499.88
2019,2,"FE","Bund","SNF",557114.88
2019,2,"FE","CSEM","BFE",143000.00
2019,2,"FE","CSEM","EU",292773.00
2019,2,"FE","CSEM","INNOSUISSE",1778455.00
2019,2,"FE","CSEM","SBFI",5617528.00
2019,2,"FE","CSEM","SNF",730686.26
2019,2,"FE","EAWAG","Andere Bund",381030.00
2019,2,"FE","EAWAG","ETH-Rat",1928417.88
2019,2,"FE","EAWAG","EU",73714.00
2019,2,"FE","EAWAG","INNOSUISSE",104908.00
2019,2,"FE","EAWAG","SNF",47523.53
2019,2,"FE","EMPA","BFE",251050.00
2019,2,"FE","EMPA","ETH-Rat",12323144.42
2019,2,"FE","EMPA","EU",19267.00
2019,2,"FE","EMPA","INNOSUISSE",364602.00
2019,2,"FE","EMPA","Kantone",63000.00
2019,2,"FE","EMPA","SBFI",473600.00
2019,2,"FE","EMPA","SNF",798827.26
2019,2,"FE","EPFL","Andere Bund",203000.00
2019,2,"FE","EPFL","BFE",912620.00
2019,2,"FE","EPFL","ETH-Rat",13079253.85
2019,2,"FE","EPFL","EU",2485344.00
2019,2,"FE","EPFL","INNOSUISSE",3094164.00
2019,2,"FE","EPFL","SBFI",655857.00
2019,2,"FE","EPFL","SNF",6250396.93
2019,2,"FE","ETHZ","Andere Bund",225000.00
2019,2,"FE","ETHZ","BFE",704578.00
2019,2,"FE","ETHZ","ETH-Rat",13929516.12
2019,2,"FE","ETHZ","EU",1036465.00
2019,2,"FE","ETHZ","INNOSUISSE",2383171.00
2019,2,"FE","ETHZ","SBFI",750703.00
2019,2,"FE","ETHZ","SNF",2978861.97
2019,2,"FE","FHNW","BFE",230072.00
2019,2,"FE","FHNW","EU",129392.00
2019,2,"FE","FHNW","INNOSUISSE",514413.00
2019,2,"FE","FHNW","Kantone",470653.77
2019,2,"FE","FHO","Andere Bund",10000.00
2019,2,"FE","FHO","BFE",1775976.00
2019,2,"FE","FHO","EU",256241.00
2019,2,"FE","FHO","INNOSUISSE",1430612.00
2019,2,"FE","FHO","Kantone",1313647.93
2019,2,"FE","FHO","SNF",42607.50
2019,2,"FE","FHZ","BFE",153760.00
2019,2,"FE","FHZ","INNOSUISSE",544106.00
2019,2,"FE","FHZ","Kantone",920660.36
2019,2,"FE","FHZ","SBFI",73758.00
2019,2,"FE","FHZ","SNF",302743.68
2019,2,"FE","Gemeinde","BFE",22500.00
2019,2,"FE","Gemeinde","SBFI",23511.00
2019,2,"FE","HES-SO","Andere Bund",15833.00
2019,2,"FE","HES-SO","BFE",542460.00
2019,2,"FE","HES-SO","INNOSUISSE",871300.00
2019,2,"FE","HES-SO","Kantone",2667983.62
2019,2,"FE","HES-SO","SBFI",83385.00
2019,2,"FE","Kanton","BFE",35000.00
2019,2,"FE","Kanton","SBFI",110892.00
2019,2,"FE","PSI","BFE",133251.00
2019,2,"FE","PSI","ETH-Rat",7216462.00
2019,2,"FE","PSI","EU",305997.00
2019,2,"FE","PSI","INNOSUISSE",1532297.00
2019,2,"FE","PSI","SNF",499464.51
2019,2,"FE","Privat","Andere Bund",375079.00
2019,2,"FE","Privat","BFE",1786956.00
2019,2,"FE","Privat","EU",1481053.00
2019,2,"FE","Privat","INNOSUISSE",414389.00
2019,2,"FE","Privat","SBFI",2241669.00
2019,2,"FE","SUPSI","Andere Bund",20000.00
2019,2,"FE","SUPSI","BFE",296205.00
2019,2,"FE","SUPSI","EU",79522.00
2019,2,"FE","SUPSI","INNOSUISSE",176462.00
2019,2,"FE","SUPSI","Kantone",260556.05
2019,2,"FE","SUPSI","SBFI",133590.00
2019,2,"FE","SUPSI","SNF",35601.00
2019,2,"FE","USI","INNOSUISSE",205237.00
2019,2,"FE","USI","Kantone",172054.00
2019,2,"FE","UniBE","BFE",14000.00
2019,2,"FE","UniBE","INNOSUISSE",172500.00
2019,2,"FE","UniBE","Kantone",1164186.44
2019,2,"FE","UniBE","SNF",751903.59
2019,2,"FE","UniBS","BFE",24950.00
2019,2,"FE","UniBS","Kantone",1298157.44
2019,2,"FE","UniBS","SNF",600484.36
2019,2,"FE","UniFR","EU",75745.00
2019,2,"FE","UniFR","Kantone",79400.83
2019,2,"FE","UniGE","BFE",268000.00
2019,2,"FE","UniGE","INNOSUISSE",340751.00
2019,2,"FE","UniGE","Kantone",3203340.76
2019,2,"FE","UniGE","SNF",324444.93
2019,2,"FE","UniLS","INNOSUISSE",114500.00
2019,2,"FE","UniLS","Kantone",1451277.62
2019,2,"FE","UniLS","SNF",420916.96
2019,2,"FE","UniNE","INNOSUISSE",187932.00
2019,2,"FE","UniNE","Kantone",764080.68
2019,2,"FE","UniNE","SNF",59052.63
2019,2,"FE","UniZH","BFE",60000.00
2019,2,"FE","UniZH","Kantone",976145.21
2019,2,"FE","UniZH","SNF",366460.36
2019,2,"FE","WSL","Andere Bund",265000.00
2019,2,"FE","WSL","BFE",20000.00
2019,2,"FE","WSL","ETH-Rat",939375.00
2019,2,"FE","WSL","INNOSUISSE",400430.00
2019,2,"FE","ZFH","Andere Bund",51000.00
2019,2,"FE","ZFH","BFE",210486.00
2019,2,"FE","ZFH","INNOSUISSE",1175434.00
2019,2,"FE","ZFH","Kantone",2224800.80
2019,2,"PD","BFH","EU",208071.00
2019,2,"PD","BFH","Kantone",140814.13
2019,2,"PD","CSEM","EU",209943.00
2019,2,"PD","EAWAG","ETH-Rat",19950.00
2019,2,"PD","EMPA","BFE",555072.00
2019,2,"PD","EMPA","ETH-Rat",1321534.70
2019,2,"PD","EMPA","EU",200470.00
2019,2,"PD","EPFL","BFE",348020.00
2019,2,"PD","EPFL","ETH-Rat",1116906.91
2019,2,"PD","EPFL","EU",575956.00
2019,2,"PD","EPFL","SBFI",134932.00
2019,2,"PD","ETHZ","BFE",1760292.00
2019,2,"PD","ETHZ","ETH-Rat",651521.00
2019,2,"PD","FHNW","Kantone",3820.00
2019,2,"PD","FHO","Andere Bund",50000.00
2019,2,"PD","FHO","BFE",53813.00
2019,2,"PD","FHO","EU",92331.00
2019,2,"PD","FHO","Kantone",51676.14
2019,2,"PD","FHZ","EU",23966.00
2019,2,"PD","FHZ","Kantone",22720.46
2019,2,"PD","HES-SO","Andere Bund",110630.00
2019,2,"PD","HES-SO","BFE",105000.00
2019,2,"PD","HES-SO","EU",90051.00
2019,2,"PD","HES-SO","Kantone",329629.53
2019,2,"PD","Kanton","BFE",1550000.00
2019,2,"PD","Kanton","Kantone",143750.00
2019,2,"PD","PSI","BFE",400000.00
2019,2,"PD","PSI","ETH-Rat",2948000.00
2019,2,"PD","Privat","Andere Bund",15000.00
2019,2,"PD","Privat","BFE",3571110.00
2019,2,"PD","Privat","EU",3486338.00
2019,2,"PD","Privat","Kantone",151632.00
2019,2,"PD","Privat","SBFI",1676092.00
2019,2,"PD","SUPSI","EU",546335.00
2019,2,"PD","SUPSI","Kantone",121085.89
2019,2,"PD","WSL","ETH-Rat",28350.00
2019,2,"PD","ZFH","BFE",25000.00
2019,2,"PD","ZFH","Kantone",5744.00
2019,3,"FE","Ausland","ENSI",395063.00
2019,3,"FE","Ausland","EU",5109.00
2019,3,"FE","Bund","BFE",7839.14
2019,3,"FE","Bund","ENSI",593000.00
2019,3,"FE","Bund","EU",7256.00
2019,3,"FE","Bund","SBFI",28350.33
2019,3,"FE","Bund","SNF",15081.96
2019,3,"FE","EAWAG","BFE",95000.00
2019,3,"FE","EAWAG","ETH-Rat",302100.00
2019,3,"FE","EMPA","ETH-Rat",45486.65
2019,3,"FE","EMPA","SBFI",23815.00
2019,3,"FE","EPFL","ETH-Rat",16459087.29
2019,3,"FE","EPFL","EU",9549344.00
2019,3,"FE","EPFL","SBFI",1776336.00
2019,3,"FE","EPFL","SNF",1431563.00
2019,3,"FE","ETHZ","ENSI",240000.00
2019,3,"FE","ETHZ","ETH-Rat",1266994.63
2019,3,"FE","ETHZ","SBFI",72847.00
2019,3,"FE","PSI","ENSI",1163237.00
2019,3,"FE","PSI","ETH-Rat",14476947.00
2019,3,"FE","PSI","EU",891259.00
2019,3,"FE","PSI","SBFI",365468.00
2019,3,"FE","PSI","SNF",296132.85
2019,3,"FE","Privat","EU",272325.00
2019,3,"FE","Privat","SBFI",429592.00
2019,3,"FE","UniBE","Kantone",136279.60
2019,3,"FE","UniBE","SBFI",61879.00
2019,3,"FE","UniBS","EU",80000.00
2019,3,"FE","UniBS","INNOSUISSE",24000.00
2019,3,"FE","UniBS","Kantone",228664.00
2019,3,"FE","UniBS","SBFI",110000.00
2019,3,"FE","UniBS","SNF",24000.00
2019,3,"FE","UniGE","EU",93940.00
2019,3,"FE","UniGE","Kantone",163845.01
2019,3,"FE","UniLS","Kantone",266225.15
2019,3,"FE","UniLS","SNF",94844.13
2019,3,"FE","UniZH","ENSI",60500.00
2019,3,"FE","UniZH","EU",39092.00
2019,3,"FE","UniZH","Kantone",250129.30
2019,4,"FE","Ausland","BFE",167257.00
2019,4,"FE","Bund","Andere Bund",53685.99
2019,4,"FE","Bund","BFE",175335.01
2019,4,"FE","Bund","INNOSUISSE",384851.86
2019,4,"FE","Bund","SBFI",7037.38
2019,4,"FE","Bund","SNF",132499.64
2019,4,"FE","EMPA","ETH-Rat",134064.81
2019,4,"FE","EMPA","EU",70191.00
2019,4,"FE","EPFL","BFE",110000.00
2019,4,"FE","EPFL","EU",83903.00
2019,4,"FE","EPFL","INNOSUISSE",59651.00
2019,4,"FE","EPFL","SBFI",193899.00
2019,4,"FE","EPFL","SNF",584952.42
2019,4,"FE","ETHZ","BFE",605000.00
2019,4,"FE","ETHZ","ETH-Rat",4061870.85
2019,4,"FE","ETHZ","EU",549209.00
2019,4,"FE","ETHZ","INNOSUISSE",870961.00
2019,4,"FE","ETHZ","SBFI",105691.00
2019,4,"FE","ETHZ","SNF",568760.39
2019,4,"FE","FHZ","EU",67486.00
2019,4,"FE","FHZ","Kantone",112176.19
2019,4,"FE","HES-SO","BFE",57480.00
2019,4,"FE","HES-SO","EU",29639.00
2019,4,"FE","HES-SO","INNOSUISSE",120217.00
2019,4,"FE","HES-SO","Kantone",800224.59
2019,4,"FE","PSI","BFE",208284.00
2019,4,"FE","PSI","ETH-Rat",1008214.00
2019,4,"FE","PSI","EU",76174.00
2019,4,"FE","PSI","SNF",248087.50
2019,4,"FE","Privat","BFE",221186.00
2019,4,"FE","Privat","EU",1079528.00
2019,4,"FE","Privat","SNF",350807.99
2019,4,"FE","SUPSI","BFE",32503.00
2019,4,"FE","SUPSI","Kantone",81306.66
2019,4,"FE","SUPSI","SNF",110566.74
2019,4,"FE","UniBE","Kantone",203656.33
2019,4,"FE","UniBE","SNF",102451.77
2019,4,"FE","UniBS","BFE",100000.00
2019,4,"FE","UniBS","INNOSUISSE",994316.00
2019,4,"FE","UniBS","Kantone",1834448.41
2019,4,"FE","UniBS","SNF",108826.23
2019,4,"FE","UniFR","Kantone",449344.61
2019,4,"FE","UniFR","SNF",149824.78
2019,4,"FE","UniGE","BFE",85000.00
2019,4,"FE","UniGE","EU",75746.00
2019,4,"FE","UniGE","INNOSUISSE",369756.00
2019,4,"FE","UniGE","Kantone",2991632.16
2019,4,"FE","UniGE","SBFI",102432.00
2019,4,"FE","UniGE","SNF",347689.34
2019,4,"FE","UniLS","EU",51886.00
